coor.Image X [mm];coor.Image Y [mm];disp.Horizontal Displacement U [mm];disp.Vertical Displacement V [mm];strain.Strain-global frame: Exx [ ];strain.Strain-global frame: Eyy [ ];strain.Strain-global frame: Exy [ ]
1.067500000E+001;1.902500000E+001;-1.278892423E-002;-1.010722230E-001;-9.139900038E-004;1.337745955E-002;-3.335027062E-003
7.550000000E+000;2.352500000E+001;1.230583383E-002;-2.170667933E-002;6.833466179E-005;5.309024355E-003;-8.683883571E-004
6.675000000E+000;1.202500000E+001;3.689613246E-003;-1.634076134E-001;-4.355777509E-004;7.421655842E-003;-2.100426377E-003
4.800000000E+000;1.802500000E+001;3.953164194E-002;-8.217092597E-002;-8.651843774E-004;1.268839627E-002;-2.404711107E-003
4.925000000E+000;2.190000000E+001;2.044969096E-002;-4.016688361E-002;-3.262009136E-003;8.471962519E-003;-1.870014116E-003
5.175000000E+000;2.590000000E+001;5.597015851E-003;-9.552841931E-003;-6.389387768E-004;7.029254748E-003;-1.905628241E-003
5.175000000E+000;2.565000000E+001;6.656080446E-003;-1.130863221E-002;-7.271891198E-004;7.031277637E-003;-1.851563068E-003
9.175000000E+000;2.302500000E+001;1.216882361E-002;-3.184080987E-002;-2.194312261E-003;8.358333407E-003;-4.607444917E-003
1.080000000E+001;1.902500000E+001;-1.280314659E-002;-1.021105797E-001;-9.925674178E-004;1.291965859E-002;-3.333148927E-003
5.300000000E+000;1.790000000E+001;3.880843894E-002;-9.003120705E-002;-1.188110710E-003;1.525271115E-002;-2.371914608E-003
8.925000000E+000;1.277500000E+001;4.544851850E-003;-1.655824424E-001;-9.012775575E-004;7.932452995E-003;-3.996963515E-004
1.167500000E+001;1.227500000E+001;-1.218981978E-004;-1.822431874E-001;-1.761163114E-003;9.262711617E-003;-2.686195245E-003
5.050000000E+000;2.190000000E+001;1.996687456E-002;-4.001853014E-002;-3.279023910E-003;8.359987780E-003;-1.573153778E-003
4.425000000E+000;1.215000000E+001;6.791287248E-003;-1.387952186E-001;-1.932125841E-003;9.164172710E-003;-4.660168998E-003
4.675000000E+000;1.765000000E+001;3.709159691E-002;-8.503929686E-002;-1.401430886E-003;1.173133475E-002;-2.218159506E-003
9.175000000E+000;2.315000000E+001;1.212996625E-002;-3.081475771E-002;-2.022720757E-003;8.300767800E-003;-4.492316596E-003
5.300000000E+000;1.802500000E+001;3.999781348E-002;-8.810418577E-002;-1.019385112E-003;1.559105630E-002;-2.354312053E-003
1.092500000E+001;1.890000000E+001;-1.308860469E-002;-1.046564963E-001;-1.073806096E-003;1.253132519E-002;-3.588092848E-003
9.050000000E+000;1.277500000E+001;4.376384759E-003;-1.659348835E-001;-9.864517651E-004;8.042947454E-003;-4.751953450E-004
1.180000000E+001;1.227500000E+001;-3.349904709E-004;-1.830477683E-001;-1.779248358E-003;9.287988275E-003;-2.744760481E-003
5.550000000E+000;2.115000000E+001;2.207182231E-002;-4.573823940E-002;-3.814038768E-003;8.754259210E-003;-6.095643947E-004
1.205000000E+001;2.452500000E+001;4.645048757E-003;-4.294513151E-002;-2.864789544E-003;1.504711334E-002;-4.518884428E-003
1.055000000E+001;2.315000000E+001;8.240121225E-003;-4.584407060E-002;-3.248810856E-003;1.216028862E-002;-4.683285568E-003
9.300000000E+000;1.515000000E+001;6.849829974E-003;-1.460290589E-001;-3.109262020E-003;8.571586464E-003;3.058087249E-004
1.017500000E+001;1.865000000E+001;-1.351444099E-002;-1.018494827E-001;-1.270712421E-003;1.558574399E-002;-4.067376918E-003
4.550000000E+000;1.140000000E+001;4.024932363E-003;-1.474049670E-001;-1.283282870E-003;8.899350384E-003;-4.366700289E-003
1.217500000E+001;2.452500000E+001;4.259191150E-003;-4.448277397E-002;-2.911887542E-003;1.528894005E-002;-4.571412593E-003
7.425000000E+000;1.352500000E+001;6.648815324E-003;-1.571273339E-001;-5.320198101E-004;6.437441056E-003;-9.061958606E-004
5.550000000E+000;2.127500000E+001;2.127013597E-002;-4.452678584E-002;-3.728482187E-003;8.461512745E-003;-4.955414918E-004
1.017500000E+001;1.877500000E+001;-1.364860438E-002;-1.001622860E-001;-1.279579780E-003;1.564156194E-002;-3.849212207E-003
1.055000000E+001;2.327500000E+001;8.396290512E-003;-4.420876744E-002;-3.138017653E-003;1.209131671E-002;-4.675742193E-003
1.067500000E+001;2.402500000E+001;8.580557379E-003;-3.619402195E-002;-2.545254395E-003;1.202645183E-002;-4.490609228E-003
4.675000000E+000;1.140000000E+001;3.860677665E-003;-1.488833790E-001;-1.229964522E-003;8.823423825E-003;-4.310569816E-003
7.925000000E+000;1.515000000E+001;9.582228083E-003;-1.496632971E-001;-1.591569689E-003;5.294277937E-003;7.602452225E-004
1.067500000E+001;1.727500000E+001;-7.326736439E-003;-1.233415202E-001;-2.674754422E-003;1.271066416E-002;-5.290426720E-003
5.550000000E+000;2.140000000E+001;2.054232373E-002;-4.333540456E-002;-3.623977356E-003;8.201240101E-003;-3.993702886E-004
1.017500000E+001;1.890000000E+001;-1.346336286E-002;-9.849668732E-002;-1.274794035E-003;1.565769339E-002;-3.622631094E-003
4.300000000E+000;1.127500000E+001;3.951579751E-003;-1.454311819E-001;-1.281820212E-003;9.018126696E-003;-4.399736652E-003
1.055000000E+001;2.340000000E+001;8.602914954E-003;-4.266195296E-002;-3.025285878E-003;1.202092456E-002;-4.660277765E-003
1.067500000E+001;2.415000000E+001;8.589913410E-003;-3.466068365E-002;-2.436624518E-003;1.197410819E-002;-4.441457712E-003
1.192500000E+001;1.352500000E+001;-6.659605929E-006;-1.719534028E-001;-2.159382174E-003;9.890364069E-003;-2.879359121E-003
5.425000000E+000;1.527500000E+001;1.585789924E-002;-1.238712903E-001;-4.164481727E-003;9.043766437E-003;-5.621195011E-003
6.800000000E+000;1.202500000E+001;3.657766743E-003;-1.641671778E-001;-3.709215240E-004;7.369054940E-003;-1.895997008E-003
1.192500000E+001;1.327500000E+001;-8.016789364E-005;-1.743997496E-001;-2.086175506E-003;9.762409960E-003;-2.816274312E-003
4.300000000E+000;1.140000000E+001;4.411424507E-003;-1.442256352E-001;-1.387410960E-003;9.039902532E-003;-4.436094850E-003
4.675000000E+000;2.190000000E+001;2.133001084E-002;-4.026140677E-002;-3.168874136E-003;8.596503197E-003;-2.380035691E-003
9.425000000E+000;1.690000000E+001;8.099054799E-004;-1.266302213E-001;-4.442564186E-003;1.232140510E-002;-1.351064203E-003
1.005000000E+001;2.327500000E+001;9.972463051E-003;-3.879241543E-002;-2.852627865E-003;1.085790087E-002;-4.791798194E-003
5.675000000E+000;2.277500000E+001;1.507731166E-002;-3.157696914E-002;-2.078491406E-003;6.968094792E-003;-1.694100257E-004
2.800000000E+000;1.840000000E+001;4.162779212E-002;-6.394465174E-002;-1.089651899E-003;6.584216243E-003;-2.648059048E-003
1.017500000E+001;1.102500000E+001;8.287617481E-004;-1.849380519E-001;-6.434901417E-004;8.251861054E-003;-1.867210746E-003
1.192500000E+001;1.202500000E+001;-7.838855672E-004;-1.862087312E-001;-1.710295175E-003;9.229738503E-003;-2.867253073E-003
2.925000000E+000;1.840000000E+001;4.154148283E-002;-6.474206547E-002;-1.036678704E-003;6.847873358E-003;-2.652111239E-003
9.425000000E+000;1.702500000E+001;-3.022008115E-004;-1.248784533E-001;-4.240250277E-003;1.291897970E-002;-1.684979230E-003
5.175000000E+000;2.190000000E+001;1.955794927E-002;-3.979345439E-002;-3.274705698E-003;8.213289255E-003;-1.253140160E-003
1.005000000E+001;2.340000000E+001;1.002858534E-002;-3.736296099E-002;-2.706926534E-003;1.076895782E-002;-4.730831561E-003
9.675000000E+000;2.215000000E+001;9.355043012E-003;-4.675404695E-002;-4.021905263E-003;1.058348185E-002;-5.412718944E-003
1.192500000E+001;1.215000000E+001;-6.963251724E-004;-1.850693195E-001;-1.756881431E-003;9.266926280E-003;-2.831667848E-003
3.050000000E+000;1.840000000E+001;4.140094664E-002;-6.568197158E-002;-9.792897277E-004;7.106340248E-003;-2.649315597E-003
9.425000000E+000;1.215000000E+001;3.078870610E-003;-1.723076726E-001;-8.975797122E-004;8.253985974E-003;-9.804989283E-004
1.005000000E+001;2.352500000E+001;1.010837273E-002;-3.591459448E-002;-2.562167559E-003;1.068613565E-002;-4.663730192E-003
1.042500000E+001;1.915000000E+001;-1.246527566E-002;-9.738509928E-002;-1.069100304E-003;1.435382861E-002;-3.175929833E-003
5.550000000E+000;2.152500000E+001;1.997389697E-002;-4.217342604E-002;-3.505408596E-003;7.978294898E-003;-3.199550230E-004
9.800000000E+000;2.215000000E+001;8.921694125E-003;-4.859947358E-002;-4.081681632E-003;1.096995331E-002;-5.313443598E-003
1.217500000E+001;1.990000000E+001;-1.148395185E-002;-1.057120784E-001;-2.090104054E-003;1.076385295E-002;-3.061893081E-003
1.192500000E+001;1.227500000E+001;-6.166618216E-004;-1.839060175E-001;-1.796250560E-003;9.307326534E-003;-2.802776441E-003
9.800000000E+000;2.365000000E+001;1.064000201E-002;-3.219197898E-002;-2.178856196E-003;9.899966629E-003;-4.538850154E-003
1.055000000E+001;1.915000000E+001;-1.238715377E-002;-9.841766251E-002;-1.032160693E-003;1.384563545E-002;-3.146273270E-003
1.205000000E+001;2.465000000E+001;4.689642430E-003;-4.096747698E-002;-2.799851394E-003;1.510375384E-002;-4.466881565E-003
5.425000000E+000;2.165000000E+001;1.985338527E-002;-4.148731977E-002;-3.413878550E-003;8.042152781E-003;-6.579633690E-004
1.117500000E+001;1.427500000E+001;1.432080336E-003;-1.600015978E-001;-2.611126265E-003;1.006226986E-002;-2.742400402E-003
5.050000000E+000;1.427500000E+001;1.292637487E-002;-1.275014426E-001;-3.279135288E-003;9.132590526E-003;-5.185867382E-003
8.300000000E+000;1.377500000E+001;6.897887400E-003;-1.571100558E-001;-8.659991549E-004;6.940454671E-003;2.611886115E-004
1.217500000E+001;2.465000000E+001;4.272656994E-003;-4.249113189E-002;-2.852101598E-003;1.536228497E-002;-4.518944842E-003
9.925000000E+000;2.365000000E+001;1.041774037E-002;-3.336136233E-002;-2.304619944E-003;1.025820312E-002;-4.573023309E-003
5.550000000E+000;2.165000000E+001;1.939353351E-002;-4.103548541E-002;-3.375068463E-003;7.785054812E-003;-2.604043113E-004
5.425000000E+000;1.590000000E+001;1.924010160E-002;-1.175465702E-001;-4.619794476E-003;9.453019416E-003;-5.596297146E-003
1.042500000E+001;2.527500000E+001;7.847819672E-003;-1.983051140E-002;-1.223005103E-003;1.076319387E-002;-3.703044096E-003
1.017500000E+001;1.490000000E+001;4.008537156E-003;-1.495168385E-001;-3.252760557E-003;9.908648422E-003;-1.694518641E-003
8.300000000E+000;1.390000000E+001;7.197846531E-003;-1.562661931E-001;-9.180958068E-004;6.866751376E-003;3.456018055E-004
1.005000000E+001;2.365000000E+001;1.014663174E-002;-3.459844125E-002;-2.419467122E-003;1.060617532E-002;-4.593224548E-003
5.425000000E+000;1.540000000E+001;1.647566155E-002;-1.226495772E-001;-4.286777234E-003;9.127718438E-003;-5.642501517E-003
4.550000000E+000;2.177500000E+001;2.246681156E-002;-4.132562606E-002;-3.156957774E-003;8.738529019E-003;-2.719711419E-003
7.675000000E+000;1.327500000E+001;6.097106395E-003;-1.594365965E-001;-4.463477416E-004;6.702318971E-003;-5.354231944E-004
9.675000000E+000;2.202500000E+001;9.012863792E-003;-4.821620782E-002;-4.171283569E-003;1.068466958E-002;-5.447643980E-003
4.925000000E+000;1.777500000E+001;3.783623092E-002;-8.634279514E-002;-1.284812333E-003;1.301956864E-002;-2.336238243E-003
1.192500000E+001;1.190000000E+001;-9.252058559E-004;-1.873286528E-001;-1.654412427E-003;9.199009798E-003;-2.913279628E-003
9.675000000E+000;2.365000000E+001;1.089158869E-002;-3.113687443E-002;-2.044045587E-003;9.536732302E-003;-4.487766377E-003
4.800000000E+000;2.240000000E+001;1.859378394E-002;-3.587322857E-002;-2.834960206E-003;8.100027199E-003;-1.791988971E-003
4.800000000E+000;2.202500000E+001;2.030778773E-002;-3.912146476E-002;-3.140135424E-003;8.425261873E-003;-2.037572175E-003
6.175000000E+000;1.452500000E+001;1.026676426E-002;-1.419549402E-001;-2.489092054E-003;7.105283474E-003;-4.528753171E-003
1.180000000E+001;1.177500000E+001;-6.835388183E-004;-1.876128080E-001;-1.546568488E-003;9.057580035E-003;-2.927689974E-003
5.050000000E+000;1.777500000E+001;3.777700121E-002;-8.782177621E-002;-1.338770246E-003;1.363768847E-002;-2.401972576E-003
7.800000000E+000;1.327500000E+001;6.110887174E-003;-1.596767702E-001;-4.601326104E-004;6.771464948E-003;-3.769811473E-004
9.050000000E+000;2.302500000E+001;1.245067827E-002;-3.068831515E-002;-2.003033890E-003;7.955254641E-003;-4.440375759E-003
9.800000000E+000;2.202500000E+001;8.475790191E-003;-5.009473924E-002;-4.218501535E-003;1.107104354E-002;-5.330123451E-003
1.180000000E+001;1.240000000E+001;-2.977042559E-004;-1.818757492E-001;-1.823887801E-003;9.333034855E-003;-2.721949305E-003
4.925000000E+000;2.202500000E+001;1.987583227E-002;-3.905182789E-002;-3.167973262E-003;8.347893074E-003;-1.777983189E-003
4.925000000E+000;2.240000000E+001;1.823422476E-002;-3.578453040E-002;-2.840132997E-003;8.027956299E-003;-1.569454257E-003
5.175000000E+000;1.777500000E+001;3.769368231E-002;-8.966143121E-002;-1.384074884E-003;1.425238815E-002;-2.444406664E-003
6.175000000E+000;1.465000000E+001;1.063862619E-002;-1.410787084E-001;-2.636263946E-003;7.095762525E-003;-4.644998381E-003
1.055000000E+001;1.365000000E+001;2.965894350E-003;-1.632527540E-001;-2.248064594E-003;9.396183667E-003;-1.869248009E-003
1.192500000E+001;1.240000000E+001;-5.353687322E-004;-1.827352634E-001;-1.838530509E-003;9.353906876E-003;-2.780153657E-003
9.050000000E+000;2.315000000E+001;1.235392828E-002;-2.967473317E-002;-1.833851346E-003;7.909932412E-003;-4.323947885E-003
5.175000000E+000;1.427500000E+001;1.245417470E-002;-1.293105320E-001;-3.227983593E-003;8.957478583E-003;-5.218558252E-003
5.050000000E+000;2.202500000E+001;1.942399406E-002;-3.892043275E-002;-3.177254527E-003;8.239344624E-003;-1.495399721E-003
4.800000000E+000;1.927500000E+001;3.986853620E-002;-6.815542239E-002;-8.571290579E-004;1.257913099E-002;-4.284405410E-003
4.800000000E+000;1.777500000E+001;3.791674960E-002;-8.488629591E-002;-1.231620287E-003;1.242325159E-002;-2.292292794E-003
1.205000000E+001;1.215000000E+001;-9.420677886E-004;-1.859460251E-001;-1.770846205E-003;9.281041783E-003;-2.891645934E-003
6.300000000E+000;1.440000000E+001;9.778211762E-003;-1.442038889E-001;-2.164533282E-003;6.869349006E-003;-4.138416141E-003
1.092500000E+001;1.215000000E+001;1.081349568E-003;-1.789033938E-001;-1.577627863E-003;9.000996317E-003;-2.308184954E-003
9.050000000E+000;2.327500000E+001;1.226711318E-002;-2.869138340E-002;-1.672207530E-003;7.864189278E-003;-4.210592632E-003
1.205000000E+001;1.227500000E+001;-8.964722028E-004;-1.847880198E-001;-1.807758713E-003;9.321402917E-003;-2.862693628E-003
4.675000000E+000;2.240000000E+001;1.897169023E-002;-3.591250640E-002;-2.808133860E-003;8.150674727E-003;-1.993120275E-003
5.675000000E+000;2.115000000E+001;2.151243489E-002;-4.504406355E-002;-3.860994657E-003;8.476252196E-003;-1.336169289E-004
4.675000000E+000;1.777500000E+001;3.794202452E-002;-8.368414583E-002;-1.176427545E-003;1.185124824E-002;-2.233140668E-003
3.925000000E+000;1.890000000E+001;4.098666878E-002;-6.735179049E-002;-6.403165496E-004;9.199062900E-003;-3.442814053E-003
1.105000000E+001;1.215000000E+001;8.975883144E-004;-1.795880966E-001;-1.601706611E-003;9.045881833E-003;-2.380129064E-003
6.300000000E+000;1.452500000E+001;1.008912285E-002;-1.433812263E-001;-2.302078358E-003;6.842544737E-003;-4.251074840E-003
1.205000000E+001;1.240000000E+001;-7.927815061E-004;-1.835967245E-001;-1.847970901E-003;9.369668431E-003;-2.840487274E-003
9.175000000E+000;2.327500000E+001;1.207690984E-002;-2.975288613E-002;-1.857743989E-003;8.243152706E-003;-4.379672190E-003
5.675000000E+000;1.052500000E+001;1.056856771E-003;-1.660793045E-001;-2.459418846E-004;7.963011912E-003;-3.108550286E-003
4.675000000E+000;1.790000000E+001;3.878796804E-002;-8.231603796E-002;-9.796408022E-004;1.196054405E-002;-2.286619289E-003
1.167500000E+001;1.990000000E+001;-1.038195201E-002;-1.001592122E-001;-1.988316367E-003;1.138147758E-002;-2.747688211E-003
5.675000000E+000;2.127500000E+001;2.072968293E-002;-4.386571450E-002;-3.749664432E-003;8.186235597E-003;-4.168169405E-005
1.205000000E+001;1.202500000E+001;-1.029677039E-003;-1.870896547E-001;-1.726956879E-003;9.243623374E-003;-2.927366248E-003
1.117500000E+001;1.215000000E+001;6.227394276E-004;-1.802785540E-001;-1.623409197E-003;9.087525444E-003;-2.451356987E-003
5.675000000E+000;1.065000000E+001;9.089495818E-004;-1.663023283E-001;-3.255361890E-004;8.011997709E-003;-3.149586470E-003
6.300000000E+000;1.465000000E+001;1.042450404E-002;-1.426509103E-001;-2.446671334E-003;6.818535606E-003;-4.368389743E-003
1.067500000E+001;2.340000000E+001;8.223379763E-003;-4.402917322E-002;-3.075555493E-003;1.229490481E-002;-4.644404657E-003
5.425000000E+000;1.740000000E+001;3.291121122E-002;-9.940844997E-002;-2.584238208E-003;1.351728983E-002;-3.352497637E-003
1.167500000E+001;1.240000000E+001;-6.997711389E-005;-1.810361119E-001;-1.808023840E-003;9.306314987E-003;-2.663674216E-003
4.675000000E+000;1.802500000E+001;3.950100371E-002;-8.102421640E-002;-8.182685069E-004;1.205310147E-002;-2.382347800E-003
8.800000000E+000;1.115000000E+001;1.686085473E-003;-1.782017054E-001;-2.016984532E-004;7.742032709E-003;-8.731311839E-004
7.550000000E+000;2.365000000E+001;1.205203528E-002;-2.115789339E-002;1.223758530E-004;5.390723377E-003;-9.119982718E-004
5.550000000E+000;1.490000000E+001;1.362718359E-002;-1.296330164E-001;-3.681069492E-003;8.578423044E-003;-5.513006609E-003
7.675000000E+000;1.302500000E+001;5.674486766E-003;-1.611210408E-001;-3.909964666E-004;6.848395329E-003;-5.988088054E-004
9.300000000E+000;2.115000000E+001;7.212557440E-003;-5.170464542E-002;-5.024237264E-003;1.027206422E-002;-5.891485744E-003
1.192500000E+001;1.177500000E+001;-9.926108244E-004;-1.884631945E-001;-1.572978888E-003;9.092325738E-003;-2.997181822E-003
5.300000000E+000;1.577500000E+001;1.917661136E-002;-1.164809320E-001;-4.528637546E-003;9.612258090E-003;-5.450454539E-003
5.425000000E+000;1.602500000E+001;1.999490667E-002;-1.162090502E-001;-4.673683068E-003;9.575297919E-003;-5.546025323E-003
8.925000000E+000;1.090000000E+001;1.238662988E-003;-1.806012769E-001;-1.593719127E-004;7.774694327E-003;-9.809631672E-004
5.675000000E+000;1.490000000E+001;1.312228507E-002;-1.316664644E-001;-3.571841192E-003;8.307456644E-003;-5.485141303E-003
7.675000000E+000;2.365000000E+001;1.212285926E-002;-2.111012257E-002;1.111933919E-004;5.425940651E-003;-1.140827126E-003
9.300000000E+000;2.127500000E+001;7.889703483E-003;-5.036294068E-002;-4.905691324E-003;1.007036080E-002;-5.883284437E-003
7.675000000E+000;1.315000000E+001;5.913328601E-003;-1.602806980E-001;-4.173455326E-004;6.776887800E-003;-5.671971030E-004
5.425000000E+000;1.577500000E+001;1.852925837E-002;-1.188440451E-001;-4.552691171E-003;9.355845716E-003;-5.630690359E-003
5.425000000E+000;1.615000000E+001;2.083368896E-002;-1.147777864E-001;-4.719635756E-003;9.738953471E-003;-5.482535742E-003
8.925000000E+000;1.102500000E+001;1.434462125E-003;-1.796076743E-001;-2.045270026E-004;7.783811530E-003;-9.565167420E-004
1.155000000E+001;1.227500000E+001;6.511235746E-005;-1.814092469E-001;-1.738397496E-003;9.233010162E-003;-2.625079825E-003
5.800000000E+000;1.490000000E+001;1.264802207E-002;-1.336340363E-001;-3.442655097E-003;8.019834589E-003;-5.407073179E-003
8.800000000E+000;2.515000000E+001;8.812520179E-003;-1.422300482E-002;1.099889900E-004;7.081910330E-003;-2.755092422E-003
9.300000000E+000;2.140000000E+001;8.523392874E-003;-4.893892968E-002;-4.761153802E-003;9.900425730E-003;-5.861895948E-003
2.925000000E+000;1.727500000E+001;3.694463595E-002;-7.260057119E-002;-1.599296260E-003;7.280809346E-003;-1.949548915E-003
5.550000000E+000;1.577500000E+001;1.792299739E-002;-1.212541648E-001;-4.560390069E-003;9.075823001E-003;-5.766718498E-003
1.017500000E+001;1.440000000E+001;4.205755783E-003;-1.544527134E-001;-2.778291820E-003;9.543595750E-003;-1.505314755E-003
5.175000000E+000;1.440000000E+001;1.292551320E-002;-1.281798077E-001;-3.352398443E-003;9.012602651E-003;-5.254129160E-003
1.067500000E+001;1.915000000E+001;-1.239462457E-002;-9.948950706E-002;-9.805219655E-004;1.335973056E-002;-3.113459794E-003
9.425000000E+000;2.140000000E+001;7.862509698E-003;-5.127034185E-002;-4.749775945E-003;1.041657959E-002;-5.750257307E-003
8.925000000E+000;2.515000000E+001;8.798857068E-003;-1.463413376E-002;2.543811279E-005;7.284714298E-003;-2.877808342E-003
4.175000000E+000;1.115000000E+001;3.652098394E-003;-1.448665909E-001;-1.226420087E-003;9.045484343E-003;-4.382179513E-003
3.800000000E+000;1.852500000E+001;4.087754367E-002;-6.978263224E-002;-6.270718948E-004;8.778870261E-003;-2.793005491E-003
5.175000000E+000;1.452500000E+001;1.345908660E-002;-1.270746528E-001;-3.476894198E-003;9.066273023E-003;-5.286906704E-003
5.925000000E+000;1.340000000E+001;7.655006227E-003;-1.469743112E-001;-1.764127275E-003;7.644647020E-003;-4.095427610E-003
1.030000000E+001;1.915000000E+001;-1.260065600E-002;-9.629947074E-002;-1.122373410E-003;1.490725393E-002;-3.182369034E-003
9.050000000E+000;2.515000000E+001;8.813727748E-003;-1.500663527E-002;-6.571155383E-005;7.504878810E-003;-2.992221266E-003
3.425000000E+000;1.902500000E+001;4.103019965E-002;-6.330671347E-002;-9.062378488E-004;8.000350378E-003;-3.479905777E-003
8.675000000E+000;2.277500000E+001;1.318737710E-002;-2.898232872E-002;-1.740781830E-003;6.805276189E-003;-3.967187909E-003
3.800000000E+000;1.865000000E+001;4.097339573E-002;-6.873561617E-002;-6.264140269E-004;8.795598394E-003;-2.992203397E-003
5.550000000E+000;1.052500000E+001;1.229871256E-003;-1.654753431E-001;-2.557980130E-004;8.041197435E-003;-3.224118995E-003
5.425000000E+000;1.827500000E+001;4.181203431E-002;-8.627400727E-002;-1.120926120E-003;1.694595947E-002;-2.564594189E-003
1.017500000E+001;1.902500000E+001;-1.312156079E-002;-9.683338507E-002;-1.213496676E-003;1.559455130E-002;-3.400400305E-003
9.050000000E+000;2.527500000E+001;8.457044044E-003;-1.408841702E-002;-1.065576905E-005;7.494145611E-003;-2.946255232E-003
4.800000000E+000;1.765000000E+001;3.700832521E-002;-8.630581220E-002;-1.467425662E-003;1.226001743E-002;-2.302647512E-003
6.050000000E+000;1.340000000E+001;7.417428931E-003;-1.483142773E-001;-1.623935050E-003;7.469727793E-003;-3.882668405E-003
5.675000000E+000;2.140000000E+001;2.002303943E-002;-4.274356594E-002;-3.620957148E-003;7.929416570E-003;3.184154037E-005
